,REPORT,CATEGORY
5705,"all in all , it's a pretty good execution of a story that's a lot richer than the ones hollywood action screenwriters usually come up with on their own . ",0
5706,worth seeing just for weaver and lapaglia . ,0
5707,a pleasant piece of escapist entertainment . ,0
5708,among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations . ,0
5709,"it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought . ",0
5710,"it's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming . ",0
5711,"the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema . ",0
5712,there's something about a marching band that gets me where i live . ,0
5713,"cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective . ",0
5714,"it's definitely an improvement on the first blade , since it doesn't take itself so deadly seriously . ",0
5715,"a slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time . ",0
5716,what's infuriating about full frontal is that it's too close to real life to make sense . what's invigorating about it is that it doesn't give a damn . ,0
5717,"is red dragon worthy of a place alongside the other hannibal movies ? as hannibal would say , yes , 'it's like having an old friend for dinner' . ",0
5718,writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured . ,0
5719,"insightfully written , delicately performed",0
5720,"perhaps the grossest movie ever made . funny , though . ",0
5721,this 90-minute postmodern voyage was more diverting and thought-provoking than i'd expected it to be . ,0
5722,one of those exceedingly rare films in which the talk alone is enough to keep us involved . ,0
5723,"a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist . ",0
5724,an affectionately goofy satire that's unafraid to throw elbows when necessary . . . ,0
5725,"between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season . ",0
5726,"jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth can't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting . ",0
5727,"filmmakers david weissman and bill weber benefit enormously from the cockettes' camera craziness -- not only did they film performances , but they did the same at home . ",0
5728,interesting both as a historical study and as a tragic love story . ,0
5729,"a stylish but steady , and ultimately very satisfying , piece of character-driven storytelling . ",0
5730,"it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film . ",0
5731,graham greene's novel of colonialism and empire is elevated by michael caine's performance as a weary journalist in a changing world . ,0
5732,"though it's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of evans' saga of hollywood excess . ",0
5733,"compulsively watchable , no matter how degraded things get . ",0
5734,delivers roughly equal amounts of beautiful movement and inside information . ,0
5735,"bon appétit ! just like a splendid meal , red dragon satisfies  from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation . ",0
5736,"the structure is simple , but in its own way , rabbit-proof fence is a quest story as grand as the lord of the rings . ",0
5737,"this charming , thought-provoking new york fest of life and love has its rewards . ",0
5738,"some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options . ",0
5739,playfully profound . . . and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows . ,0
5740,a film that will enthrall the whole family . ,0
5741,"the charm of the first movie is still there , and the story feels like the logical , unforced continuation of the careers of a pair of spy kids . ",0
5742,k 19 stays afloat as decent drama/action flick,0
5743,it sends you away a believer again and quite cheered at just that . ,0
5744,"like the best 60 minutes exposé , the film ( at 80 minutes ) is actually quite entertaining . ",0
5745,"an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot",0
5746,"an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do . ",0
5747,"nair doesn't use [monsoon wedding] to lament the loss of culture . instead , she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions . ",0
5748,"both grant and hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others . ",0
5749,"leading a double life in an american film only comes to no good , but not here . matters play out realistically if not always fairly . ",0
5750,"in the affable maid in manhattan , jennifer lopez's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players . ",0
5751,"like mike is a harmlessly naïve slice of b-ball fantasy , fit for filling in during the real nba's off-season . ",0
5752,"though writer/director bart freundlich's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup's anchoring performance . ",0
5753,"y tu mamá también es un buen filme gracias a lo poco convencional de su narrativa , y es quizá el proyecto más arriesgado en la carrera de alfonso cuarón",0
5754,"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance . ",0
5755,just offbeat enough to keep you interested without coming close to bowling you over . ,0
5756,probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent . ,0
5757,what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish . ,0
5758,a film about female friendship that men can embrace and women will talk about for hours . ,0
5759,"the directing and story are disjointed , flaws that have to be laid squarely on taylor's doorstep . but the actors make this worth a peek . ",0
5760,"É uma pena que , mais tarde , o próprio filme abandone o tom de paródia e passe a utilizar os mesmos clichês que havia satirizado . ",0
5761,"light the candles , bring out the cake and don't fret about the calories because there's precious little substance in birthday girl -- it's simply , and surprisingly , a nice , light treat . ",0
5762,"it may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate . ",0
5763,"massoud's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner ( and ultimately the victim ) of history . ",0
5764,"if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest . ",0
5765,drumline ably captures the complicated relationships in a marching band . ,0
5766,"because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we've somehow never seen before . ",0
5767,does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,0
5768,"seems based on ugly ideas instead of ugly behavior , as happiness was . . . hence , storytelling is far more appealing . ",0
5769,"sum "" is jack ryan's "" do-over . "" give credit to everyone from robinson down to the key grip that this bold move works . especially give credit to affleck . ",0
5770,an intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch . ,0
5771,"a terrific date movie , whatever your orientation . ",0
5772,"not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching . ",0
5773,what it lacks in originality it makes up for in effective if cheap moments of fright and dread . ,0
5774,"the pain , loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze . ",0
5775,a gem of a movie . ,0
5776,"witty , vibrant , and intelligent . ",0
5777,"it's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage . ",0
5778,miller comes at film with bracing intelligence and a vision both painterly and literary . ,0
5779,"the film is moody , oozing , chilling and heart-warming all at once . . . a twisting , unpredictable , cat-and-mouse thriller . ",0
5780,"eight legged freaks is clever and funny , is amused by its special effects , and leaves you feeling like you've seen a movie instead of an endless trailer . ",0
5781,"this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative . mr . scorsese's bravery and integrity in advancing this vision can hardly be underestimated . ",0
5782,"a thriller whose style , structure and rhythms are so integrated with the story , you cannot separate them . ",0
5783,"it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! ",0
5784,returning director rob minkoff . . . and screenwriter bruce joel rubin . . . have done a fine job of updating white's dry wit to a new age . ,0
5785,"unfolds with such a wallop of you-are-there immediacy that when the bullets start to fly , your first instinct is to duck . ",0
5786,"a strong script , powerful direction and splendid production design allows us to be transported into the life of wladyslaw szpilman , who is not only a pianist , but a good human being . ",0
5787,an unflinching look at the world's dispossessed . ,0
5788,"if the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material . ",0
5789,polanski has found the perfect material with which to address his own world war ii experience in his signature style . ,0
5790,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . ",0
5791,an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world . ,0
5792,"a colorful , joyous celebration of life ; a tapestry woven of romance , dancing , singing , and unforgettable characters . ",0
5793,"frei assembles a fascinating profile of a deeply humanistic artist who , in spite of all that he's witnessed , remains surprisingly idealistic , and retains an extraordinary faith in the ability of images to communicate the truth of the world around him . ",0
5794,nicely combines the enigmatic features of 'memento' with the hallucinatory drug culture of 'requiem for a dream . ',0
5795,a well paced and satisfying little drama that deserved better than a direct-to-video' release . ,0
5796,"the best part about "" gangs "" was daniel day-lewis . ",0
5797,a treat for its depiction on not giving up on dreams when you're a struggling nobody . ,0
5798,"one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ",0
5799,a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem . ,0
5800,"director chris wedge and screenwriters michael berg , michael j . wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time . ",0
5801,one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret . ,0
5802,solondz creates some effective moments of discomfort for character and viewer alike . ,0
5803,"the film's appeal has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth . ",0
5804,"i was amused and entertained by the unfolding of bielinsky's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ",0
5805,somehow ms . griffiths and mr . pryce bring off this wild welsh whimsy . ,0
5806,"more mature than fatal attraction , more complete than indecent proposal and more relevant than 9 ½ weeks , unfaithful is at once intimate and universal cinema . ",0
5807,"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism . ",0
5808,a fanciful drama about napoleon's last years and his surprising discovery of love and humility . ,0
5809,"a highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world . ",0
5810,eric schweig and graham greene both exude an air of dignity that's perfect for the proud warrior that still lingers in the souls of these characters . ,0
5811,"lovely and amazing is holofcener's deep , uncompromising curtsy to women she knows , and very likely is . when all is said and done , she loves them to pieces -- and so , i trust , will you . ",0
5812,campbell scott finds the ideal outlet for his flick-knife diction in the role of roger swanson . ,0
5813,"[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too . ",0
5814,russian ark is a new treasure of the hermitage . ,0
5815,the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst . ,0
5816,it's definitely a step in the right direction . ,0
5817,"as the princess , sorvino glides gracefully from male persona to female without missing a beat . ben kingsley is truly funny , playing a kind of ghandi gone bad . ",0
5818,"ourside the theatre roger might be intolerable company , but inside it he's well worth spending some time with . ",0
5819,"a gem , captured in the unhurried , low-key style favored by many directors of the iranian new wave . ",0
5820,"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve . ",0
5821,almost peerlessly unsettling . ,0
5822,ranges from laugh-out-loud hilarious to wonder-what- time-it-is tedious . ,0
5823,"the film's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter . ",0
5824,"talk to her is not the perfect movie many have made it out to be , but it's still quite worth seeing . ",0
5825,"beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness . ",0
5826,"this is a dark , gritty , sometimes funny little gem . ",0
5827,"for all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son . ",0
5828,"what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that's often handled in fast-edit , hopped-up fashion . ",0
5829,a hidden-agenda drama that shouts classic french nuance . ,0
5830,"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids . ",0
5831,"an invaluable historical document thanks to the filmmaker's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent . ",0
5832,"the performances of the four main actresses bring their characters to life . a little melodramatic , but with enough hope to keep you engaged . ",0
5833,"lan yu seems altogether too slight to be called any kind of masterpiece . it is , however , a completely honest , open-hearted film that should appeal to anyone willing to succumb to it . ",0
5834,everyone should be able to appreciate the wonderful cinematography and naturalistic acting . ,0
5835,this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal . ,0
5836,stock up on silver bullets for director neil marshall's intense freight train of a film . ,0
5837,"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street . ",0
5838,"the farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one . ",0
5839,"shanghai ghetto may not be as dramatic as roman polanski's the pianist , but its compassionate spirit soars every bit as high . ",0
5840,"despite these annoyances , the capable clayburgh and tambor really do a great job of anchoring the characters in the emotional realities of middle age . ",0
5841,"the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas , but this film speaks for itself . ",0
5842,the film's heady yet far from impenetrable theory suggests that russians take comfort in their closed-off nationalist reality . ,0
5843,despite modest aspirations its occasional charms are not to be dismissed . ,0
5844,"constantly touching , surprisingly funny , semi-surrealist exploration of the creative act . ",0
5845,"the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride . ",0
5846,merci pour le movie . ,0
5847,"for every cheesy scene , though , there is a really cool bit -- the movie's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized . ",0
5848,what sets ms . birot's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ,0
5849,all three women deliver remarkable performances . ,0
5850,"claire is a terrific role for someone like judd , who really ought to be playing villains . ",0
5851,it's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent . ,0
5852,compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children . ,0
5853,the soundtrack alone is worth the price of admission . ,0
5854,rodriguez does a splendid job of racial profiling hollywood style--casting excellent latin actors of all ages--a trend long overdue . ,0
5855,"beneath the film's obvious determination to shock at any cost lies considerable skill and determination , backed by sheer nerve . ",0
5856,bielinsky is a filmmaker of impressive talent . ,0
5857,"so beautifully acted and directed , it's clear that washington most certainly has a new career ahead of him if he so chooses . ",0
5858,a visual spectacle full of stunning images and effects . ,0
5859,a gentle and engrossing character study . ,0
5860,"it's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins . ",0
5861,an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line . ,0
5862,a mischievous visual style and oodles of charm make 'cherish' a very good ( but not great ) movie . ,0
5863,"just as the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart , time of favor presents us with an action movie that actually has a brain . ",0
5864,[a] strong piece of work . ,0
5865,"a stirring tribute to the bravery and dedication of the world's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making . ",0
5866,"the importance of being earnest , so thick with wit it plays like a reading from bartlett's familiar quotations",0
5867,daring and beautifully made . ,0
5868,"made for teens and reviewed as such , this is recommended only for those under 20 years of age . . . and then only as a very mild rental . ",0
5869,imagine o . henry's <b>the gift of the magi</b> relocated to the scuzzy underbelly of nyc's drug scene . merry friggin' christmas ! ,0
5870,the film does give a pretty good overall picture of the situation in laramie following the murder of matthew shepard . ,0
5871,"both lead performances are oscar-size . quaid is utterly fearless as the tortured husband living a painful lie , and moore wonderfully underplays the long-suffering heroine with an unflappable '50s dignity somewhere between jane wyman and june cleaver . ",0
5872,ferrara's best film in years . ,0
5873,a remarkably insightful look at the backstage angst of the stand-up comic . ,0
5874,nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . ,0
5875,"davis' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort . ",0
5876,"it's more enjoyable than i expected , though , and that's because the laughs come from fairly basic comedic constructs . cinematic pratfalls given a working over . the cast is spot on and the mood is laid back . ",0
5877,matches neorealism's impact by showing the humanity of a war-torn land filled with people who just want to live their lives . ,0
5878,"those moviegoers who would automatically bypass a hip-hop documentary should give "" scratch "" a second look . ",0
5879,baby-faced renner is eerily convincing as this bland blank of a man with unimaginable demons within . ,0
5880,"romantic , riveting and handsomely animated . ",0
5881,"a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country . ",0
5882,"shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic . ",0
5883,"where janice beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment . ",0
5884,"byler is too savvy a filmmaker to let this morph into a typical romantic triangle . instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground . ",0
5885,"mcgrath has deftly trimmed dickens' wonderfully sprawling soap opera , the better to focus on the hero's odyssey from cowering poverty to courage and happiness . ",0
5886,"a chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody . ",0
5887,"metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story . ",0
5888,"as directed by dani kouyate of burkina faso , sia lacks visual flair . but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them . ",0
5889,"the best comedy concert movie i've seen since cho's previous concert comedy film , i'm the one that i want , in 2000 . ",0
5890,"broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed . ",0
5891,offers laughs and insight into one of the toughest ages a kid can go through . ,0
5892,"a perceptive , good-natured movie . ",0
5893,an amused indictment of jaglom's own profession . ,0
5894,a small movie with a big heart . ,0
5895,hugely accomplished slice of hitchcockian suspense . ,0
5896,the formula is familiar but enjoyable . ,0
5897,"tells a fascinating , compelling story . ",0
5898,"a triumph , a film that hews out a world and carries us effortlessly from darkness to light . ",0
5899,what begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters . ,0
5900,"the lady and the duke is a smart , romantic drama that dares to depict the french revolution from the aristocrats' perspective . ",0
5901,"most haunting about "" fence "" is its conclusion , when we hear the ultimate fate of these girls and realize , much to our dismay , that this really did happen . noyce's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us",0
5902,"world traveler might not go anywhere new , or arrive anyplace special , but it's certainly an honest attempt to get at something . ",0
5903,there's much tongue in cheek in the film and there's no doubt the filmmaker is having fun with it all . ,0
5904,"there's absolutely no reason why blue crush , a late-summer surfer girl entry , should be as entertaining as it is",0
5905,"an action/thriller of the finest kind , evoking memories of day of the jackal , the french connection , and heat . ",0
5906,the best movie in many a moon about the passions that sometimes fuel our best achievements and other times leave us stranded with nothing more than our lesser appetites . ,0
5907,"in capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st . ",0
5908,"insomnia does not become one of those rare remakes to eclipse the original , but it doesn't disgrace it , either . ",0
5909,classic cinema served up with heart and humor,0
5910,[stephen] earnhart's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have . ,0
5911,the events of the film are just so weird that i honestly never knew what the hell was coming next . ,0
5912,"nicole holofcener's lovely and amazing , from her own screenplay , jumps to the head of the class of women's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style . ",0
5913,"that jack nicholson makes this man so watchable is a tribute not only to his craft , but to his legend . ",0
5914,has a solid emotional impact . ,0
5915,"successfully blended satire , high camp and yet another sexual taboo into a really funny movie . ",0
5916,mark pellington's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth . ,0
5917,"while maintaining the appearance of clinical objectivity , this sad , occasionally horrifying but often inspiring film is among wiseman's warmest . ",0
5918,raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings . ,0
5919,an enjoyable above average summer diversion . ,0
5920,there is simply no doubt that this film asks the right questions at the right time in the history of our country . ,0
5921,"if you've the patience , there are great rewards here . ",0
5922,"as a science fiction movie , "" minority report "" astounds . ",0
5923,"watching e . t now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision . ",0
5924,"visually breathtaking , viscerally exciting , and dramatically moving , it's the very definition of epic adventure . ",0
5925,"chris columbus' sequel is faster , livelier and a good deal funnier than his original . ",0
5926,"watching this film , what we feel isn't mainly suspense or excitement . the dominant feeling is something like nostalgia . ",0
5927,"' . . . a great , participatory spectator sport . '",0
5928,"a rather brilliant little cult item : a pastiche of children's entertainment , superhero comics , and japanese animation . ",0
5929,"believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half . but arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us . ",0
5930,adam sandler ! in an art film ! ,0
5931,"as averse as i usually am to feel-good , follow-your-dream hollywood fantasies , this one got to me . ",0
5932,stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation . ,0
5933, . . . a funny yet dark and seedy clash of cultures and generations . ,0
5934,"the hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight . ",0
5935,"over the years , hollywood has crafted a solid formula for successful animated movies , and ice age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor . ",0
5936,"like smoke signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",0
5937,one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society . ,0
5938,"one of the most original american productions this year , you'll find yourself remembering this refreshing visit to a sunshine state . ",0
5939,"melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold . ",0
5940,gives everyone something to shout about . ,0
5941,"the entire movie has a truncated feeling , but what's available is lovely and lovable . ",0
5942,"[a] thoughtful , visually graceful work . ",0
5943,"admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form . ",0
5944,the slam-bang superheroics are kinetic enough to engross even the most antsy youngsters . ,0
5945,"a worthy addition to the cinematic canon , which , at last count , numbered 52 different versions . ",0
5946,deliciously mean-spirited and wryly observant . ,0
5947,the kind of primal storytelling that george lucas can only dream of . ,0
5948,"even if the ring has a familiar ring , it's still unusually crafty and intelligent for hollywood horror . ",0
5949,the sheer joy and pride they took in their work -- and in each other -- shines through every frame . ,0
5950,"a solidly constructed , entertaining thriller that stops short of true inspiration . ",0
5951,"the cast . . . keeps this pretty watchable , and casting mick jagger as director of the escort service was inspired . ",0
5952,"an entertaining , if somewhat standardized , action movie . ",0
5953,"it has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out . ",0
5954,an enjoyable comedy of lingual and cultural differences the château is a film -- full of life and small delights -- that has all the wiggling energy of young kitten . ,0
5955,intriguing and downright intoxicating . ,0
5956,"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks . ",0
5957,"with an obvious rapport with her actors and a striking style behind the camera , hélène angel is definitely a director to watch . ",0
5958, . . . could easily be called the best korean film of 2002 . ,0
5959,"full of detail about the man and his country , and is well worth seeing . ",0
5960,the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group . . . and never fails to entertain . ,0
5961,thoroughly engrossing and ultimately tragic . ,0
5962,"peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want . ",0
5963,"bill morrison's decasia is uncompromising , difficult and unbearably beautiful . ",0
5964,"full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , time out is a discreet moan of despair about entrapment in the maze of modern life . ",0
5965,"even with all its botches , enigma offers all the pleasure of a handsome and well-made entertainment . ",0
5966,his work transcends the boy-meets-girl posturing of typical love stories . ,0
5967,"if the real-life story is genuinely inspirational , the movie stirs us as well . ",0
5968,an ebullient tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing . ,0
5969,"the dramatic crisis doesn't always succeed in its quest to be taken seriously , but huppert's volatile performance makes for a riveting movie experience . ",0
5970,"highly irritating at first , mr . koury's passive technique eventually begins to yield some interesting results . ",0
5971,"about schmidt belongs to nicholson . gone are the flamboyant mannerisms that are the trademark of several of his performances . as schmidt , nicholson walks with a slow , deliberate gait , chooses his words carefully and subdues his natural exuberance . ",0
5972,the powder blues and sun-splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs . ,0
5973,"it doesn't make for great cinema , but it is interesting to see where one's imagination will lead when given the opportunity . ",0
5974,"it's sobering , particularly if anyone still thinks this conflict can be resolved easily , or soon . ",0
5975,"if it's not entirely memorable , the movie is certainly easy to watch . ",0
5976," . . . by the time it's done with us , mira nair's new movie has its audience giddy with the delight of discovery , of having been immersed in a foreign culture only to find that human nature is pretty much the same all over . ",0
5977,"best indie of the year , so far . ",0
5978,[ferrera] has the charisma of a young woman who knows how to hold the screen . ,0
5979, . . . the plot weaves us into a complex web . ,0
5980,"don't judge this one too soon - it's a dark , gritty story but it takes off in totally unexpected directions and keeps on going . ",0
5981,"it's funny , as the old saying goes , because it's true . ",0
5982,"in death to smoochy , we don't get williams' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing . ",0
5983,"a serviceable euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom  handguns , bmws and seaside chateaus . ",0
5984,"fortunately , elling never gets too cloying thanks to the actors' perfect comic timing and sweet , genuine chemistry . ",0
5985,"if you've grown tired of going where no man has gone before , but several movies have - take heart . this is the best star trek movie in a long time . ",0
5986,greg kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior . ,0
5987,"not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece . ",0
5988,"ou've got to love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane . ",0
5989,"a funny , triumphant , and moving documentary . ",0
5990,delirious fun . ,0
5991,"lathan and diggs carry the film with their charisma , and both exhibit sharp comic timing that makes the more hackneyed elements of the film easier to digest . ",0
5992,"about schmidt is nicholson's goofy , heartfelt , mesmerizing king lear . ",0
5993,"a confluence of kiddie entertainment , sophisticated wit and symbolic graphic design . ",0
5994,"gay or straight , kissing jessica stein is one of the greatest date movies in years . ",0
5995,"this is a movie full of grace and , ultimately , hope . ",0
5996,exciting and well-paced . ,0
5997,even better than the first one ! ,0
5998,"its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy . ",0
5999,a must see for all sides of the political spectrum,0
6000,"[reynolds] takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . ",0
6001,"there are problems with this film that even 3 oscar winners can't overcome , but it's a nice girl-buddy movie once it gets rock-n-rolling . ",0
6002,"rich in atmosphere of the post-war art world , it manages to instruct without reeking of research library dust . ",0
6003,has the rare capability to soothe and break your heart with a single stroke . ,0
6004,it rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide . ,0
6005,"though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone . ",0
6006,"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '",0
6007,"es una de esas películas de las que uno sale reconfortado , agradecido , genuinamente sorprendido . ",0
6008,it will break your heart many times over . ,0
6009,a straight-shooting family film which awards animals the respect they've rarely been given . ,0
6010,"overall , interesting as a documentary -- but not very imaxy . ",0
6011,this is one of those war movies that focuses on human interaction rather than battle and action sequences . . . and it's all the stronger because of it . ,0
6012,"secretary "" is owned by its costars , spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen . ",0
6013,"the film fits into a genre that has been overexposed , redolent of a thousand cliches , and yet remains uniquely itself , vibrant with originality . ",0
6014,"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time . ",0
